,height,weight
0,187.57142322448811,109.72107461075917
1,174.70603627656138,73.62279190675635
2,188.23966769513365,96.49762886770051
3,182.19668514447775,99.80958560542733
4,177.49976148723286,93.59869511400913
5,170.8226598470285,69.04227247266442
6,174.71410637922045,83.42828690099842
7,173.60522939943328,76.19041409846824
8,170.22813214372283,79.80025182186384
9,161.17949470505067,70.94169987966318
10,180.83627099875525,84.64257043859637
11,181.96764500282032,96.95136363527362
12,164.50647599885,75.80774116040074
13,175.9789980456698,85.93134240266038
14,175.87907986372045,84.56511612173202
15,171.81987403906984,78.10267768808554
16,183.942524230009,88.91703477400334
17,162.49478733149493,78.41862298582492
18,176.88575214537084,84.36090409757549
19,172.55745232918412,82.74733562347498
20,172.50422749230435,78.97765692678098
21,176.37617726482034,89.68946415369008
22,168.01879518063035,67.66399134690883
23,191.02317298012184,103.7645982346668
24,172.4487187000549,73.48498116762939
25,173.08584330743003,87.24576019177793
26,175.48766382947102,83.65838787127223
27,184.91414253191076,93.8156886219873
28,171.24995539556042,79.47569831806146
29,173.98089500648203,70.00864338247818
30,174.29000079752274,85.05167337826077
31,188.04587135903623,96.5744537026371
32,181.6816687303501,88.46513743485168
33,175.71760919290577,93.06972508941506
34,176.7260940081211,92.60728954731077
35,178.81835937672955,87.49956258404077
36,175.45347476554045,89.57916000758136
37,170.6715491381159,83.37525498065008
38,167.15058176352375,74.32193757551913
39,163.3326372445611,73.98455206397283
40,172.65481401707962,78.07939358912762
41,183.36114193640202,88.01751509532019
42,165.7866776310601,76.48372312486332
43,167.86905053573216,73.11611111993703
44,171.47621664991306,74.68864540903805
45,178.06615708809903,85.69371523224486
46,173.35966455980267,84.84923918948712
47,183.31868115412516,94.83294842313065
48,175.7168383519486,87.09623747350628
49,185.0907147739769,95.86334401413797
50,164.54776076408726,75.12017001956083
51,178.26621671420858,91.20468787122894
52,173.96828364246608,78.66378518840078
53,171.02031043778115,82.28513918350808
54,170.15699796960894,76.99172897804684
55,168.90885674663477,74.07595598956712
56,173.61676388185296,86.05110374099618
